"rn","ec","eq","way","ko","symbol","name","map","md"
"R01951","2.7.7.30","GTP + L-Fucose 1-phosphate <=> Diphosphate + GDP-L-fucose","Bidirectional","K25315","AFKP80","arabinokinase / fucokinase / arabinose-1-phosphate guanylyltransferase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.- 2.7.7.- 2.7.1.52 2.7.7.30]","map00051","NA"
"R02167","3.1.3.22","D-Mannitol 1-phosphate + H2O <=> Mannitol + Orthophosphate","Bidirectional","K19270","hxpA","mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]","map00051","NA"
"R02167","3.1.3.22","D-Mannitol 1-phosphate + H2O <=> Mannitol + Orthophosphate","Bidirectional","K24204","hxpB","mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]","map00051","NA"
"R02261","4.1.2.53","2-Dehydro-3-deoxy-L-rhamnonate <=> (S)-Lactaldehyde + Pyruvate","Bidirectional","K12660","rhmA","2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]","map00051","NA"
"R02261","4.1.2.53","2-Dehydro-3-deoxy-L-rhamnonate <=> (S)-Lactaldehyde + Pyruvate","Bidirectional","K18339","LRA4","2-keto-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]","map00051","NA"
"R02262","4.1.2.17","L-Fuculose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde","Bidirectional","K01628","fucA","L-fuculose-phosphate aldolase [EC:4.1.2.17]","map00051","NA"
"R02263","4.1.2.19","L-Rhamnulose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde","Bidirectional","K01629","rhaD","rhamnulose-1-phosphate aldolase [EC:4.1.2.19]","map00051","NA"
"R02437","5.3.1.14","L-Rhamnose <=> L-Rhamnulose","Bidirectional","K01813","rhaA","L-rhamnose isomerase [EC:5.3.1.14]","map00051","NA"
"R02437","5.3.1.14","L-Rhamnose <=> L-Rhamnulose","Bidirectional","K01820","rhaA","L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K01622","K01622","fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K01623","ALDO","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K01624","FBA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K11645","fbaB","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K16305","K16305","fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]","map00051","NA"
"R02568","4.1.2.13","D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde","Bidirectional","K16306","K16306","fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]","map00051","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02793","manXa","mannose PTS system EIIA component [EC:2.7.1.191]","map00051","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02794","manX","mannose PTS system EIIAB component [EC:2.7.1.191]","map00051","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02795","manY","mannose PTS system EIIC component","map00051","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02796","manZ","mannose PTS system EIID component","map00051","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K25814","manP","mannose PTS system EIIBCA component [EC:2.7.1.191]","map00051","NA"
"R02677","3.6.1.21","ADP-mannose + H2O <=> AMP + D-Mannose 1-phosphate","Bidirectional","K18447","NUDX14","ADP-sugar diphosphatase [EC:3.6.1.21]","map00051","NA"
"R02704","2.7.1.197","Protein N(pi)-phospho-L-histidine + Mannitol <=> Protein histidine + D-Mannitol 1-phosphate","Bidirectional","K02798","cmtB","mannitol PTS system EIIA component [EC:2.7.1.197]","map00051","NA"
"R02704","2.7.1.197","Protein N(pi)-phospho-L-histidine + Mannitol <=> Protein histidine + D-Mannitol 1-phosphate","Bidirectional","K02800","mtlA","mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]","map00051","NA"
"R02925","1.1.99.21","D-Sorbitol + FAD <=> FADH2 + L-Sorbose","Bidirectional","K08261","E1.1.99.21","D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21]","map00051","NA"
"R03014","2.7.1.5","ATP + L-Rhamnulose <=> ADP + L-Rhamnulose 1-phosphate","Bidirectional","K00848","rhaB","rhamnulokinase [EC:2.7.1.5]","map00051","NA"
"R03161","2.7.1.52","ATP + L-Fucose <=> ADP + L-Fucose 1-phosphate","Bidirectional","K05305","FUK","fucokinase [EC:2.7.1.52]","map00051","NA"
"R03161","2.7.1.52","ATP + L-Fucose <=> ADP + L-Fucose 1-phosphate","Bidirectional","K25314","FKGP","fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]","map00051","NA"
"R03161","2.7.1.52","ATP + L-Fucose <=> ADP + L-Fucose 1-phosphate","Bidirectional","K25315","AFKP80","arabinokinase / fucokinase / arabinose-1-phosphate guanylyltransferase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.- 2.7.7.- 2.7.1.52 2.7.7.30]","map00051","NA"
"R03163","5.3.1.3, 5.3.1.25","L-Fucose <=> L-Fuculose","Bidirectional","K01818","fucI","L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K02768","fruB","fructose PTS system EIIA component [EC:2.7.1.202]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K02769","fruAb","fructose PTS system EIIB component [EC:2.7.1.202]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K02770","fruA","fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K02771","levG","fructose PTS system EIID component","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K11194","levD","fructose PTS system EIIA component [EC:2.7.1.202]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K11195","levE","fructose PTS system EIIB component [EC:2.7.1.202]","map00051","NA"
"R03232","2.7.1.202","Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate","Bidirectional","K11196","levF","fructose PTS system EIIC component","map00051","NA"
"R03234","","Sorbitol 6-phosphate + NADP+ <=> Sorbose 1-phosphate + NADPH + H+","Bidirectional","K19956","sorE","L-sorbose 1-phosphate reductase [EC:1.1.1.-]","map00051","NA"
"R03241","2.7.1.51","ATP + L-Fuculose <=> ADP + L-Fuculose 1-phosphate","Bidirectional","K00879","fucK","L-fuculokinase [EC:2.7.1.51]","map00051","NA"
"R03396","1.1.1.135, 1.1.1.187","GDP-6-deoxy-D-talose + NAD+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADH + H+","Bidirectional","K22252","tld","GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]","map00051","NA"
"R03397","1.1.1.187, 1.1.1.281","GDP-6-deoxy-D-mannose + NAD+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADH + H+","Bidirectional","K15856","rmd","GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]","map00051","NA"
"R03398","1.1.1.135, 1.1.1.187","GDP-6-deoxy-D-talose + NADP+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADPH + H+","Bidirectional","K22252","tld","GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]","map00051","NA"
"R03399","1.1.1.187, 1.1.1.281","GDP-6-deoxy-D-mannose + NADP+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADPH + H+","Bidirectional","K15856","rmd","GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]","map00051","NA"
"R03576","2.7.1.55","ATP + D-Allose <=> ADP + D-Allose 6-phosphate","Bidirectional","K00881","alsK","allose kinase [EC:2.7.1.55]","map00051","NA"
"R03688","4.2.1.68","L-Fuconate <=> 2-Dehydro-3-deoxy-L-fuconate + H2O","Bidirectional","K18334","fucD","L-fuconate dehydratase [EC:4.2.1.68]","map00051","NA"
"R03706","4.2.2.3, 4.2.2.11","(Alginate)n <=> Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group","Bidirectional","K01729","algL","poly(beta-D-mannuronate) lyase [EC:4.2.2.3]","map00051","NA"
"R03772","3.1.1.65","L-Rhamnono-1,4-lactone + H2O <=> L-Rhamnonate","Bidirectional","K18338","LRA2","L-rhamnono-1,4-lactonase [EC:3.1.1.65]","map00051","NA"
"R03774","4.2.1.90","L-Rhamnonate <=> 2-Dehydro-3-deoxy-L-rhamnonate + H2O","Bidirectional","K12661","LRA3","L-rhamnonate dehydratase [EC:4.2.1.90]","map00051","NA"
"R03942","1.1.1.173","L-Rhamnofuranose + NAD+ <=> L-Rhamnono-1,4-lactone + NADH + H+","Bidirectional","K18337","LRA1","L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]","map00051","NA"
"R04076","2.7.1.206","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","K02812","sorF","sorbose PTS system EIIA component [EC:2.7.1.206]","map00051","NA"
"R04076","2.7.1.206","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","K02813","sorB","sorbose PTS system EIIB component [EC:2.7.1.206]","map00051","NA"
"R04076","2.7.1.206","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","K02814","sorA","sorbose PTS system EIIC component","map00051","NA"
"R04076","2.7.1.206","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","K02815","sorM","sorbose PTS system EIID component","map00051","NA"
"R05692","1.1.1.271","GDP-L-fucose + NADP+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADPH + H+","Bidirectional","K02377","TSTA3","GDP-L-fucose synthase [EC:1.1.1.271]","map00051","NA"
"R05768","2.4.1.217","GDP-mannose + 3-Phospho-D-glycerate <=> GDP + 2-(alpha-D-Mannosyl)-3-phosphoglycerate","Bidirectional","K05947","E2.4.1.217","mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]","map00051","NA"
"R05790","3.1.3.70","2-(alpha-D-Mannosyl)-3-phosphoglycerate + H2O <=> 2-O-(alpha-D-Mannosyl)-D-glycerate + Orthophosphate","Bidirectional","K07026","E3.1.3.70","mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]","map00051","NA"
"R05820","2.7.1.198","Protein N(pi)-phospho-L-histidine + D-Sorbitol <=> Protein histidine + Sorbitol 6-phosphate","Bidirectional","K02781","srlB","glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]","map00051","NA"
"R05820","2.7.1.198","Protein N(pi)-phospho-L-histidine + D-Sorbitol <=> Protein histidine + Sorbitol 6-phosphate","Bidirectional","K02782","srlE","glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]","map00051","NA"
"R05820","2.7.1.198","Protein N(pi)-phospho-L-histidine + D-Sorbitol <=> Protein histidine + Sorbitol 6-phosphate","Bidirectional","K02783","srlA","glucitol/sorbitol PTS system EIIC component","map00051","NA"
"R07133","1.1.1.140","Sorbitol 6-phosphate + NAD+ <=> D-Fructose 6-phosphate + NADH + H+","Bidirectional","K00068","srlD","sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","map00051","NA"
"R07346","1.1.1.289","D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+","Bidirectional","K17742","SOU1","sorbose reductase [EC:1.1.1.289]","map00051","NA"
"R07346","1.1.1.289","D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+","Bidirectional","K19633","sr","sorbose reductase [EC:1.1.1.289]","map00051","NA"
"R08692","2.4.1.33","GDP-D-mannuronate + (beta-D-Mannuronate)n <=> (beta-D-Mannuronate)n + GDP","Bidirectional","K19290","alg8","mannuronan synthase [EC:2.4.1.33]","map00051","NA"
"R08692","2.4.1.33","GDP-D-mannuronate + (beta-D-Mannuronate)n <=> (beta-D-Mannuronate)n + GDP","Bidirectional","K19291","alg44","mannuronan synthase [EC:2.4.1.33]","map00051","NA"
"R08693","5.1.3.37","(beta-D-Mannuronate)n <=> (Alginate)n","Bidirectional","K01795","algG","mannuronan 5-epimerase [EC:5.1.3.37]","map00051","NA"
"R08926","1.1.1.122","L-Fucose + NAD+ <=> L-Fucono-1,5-lactone + NADH + H+","Bidirectional","K00064","E1.1.1.122","D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]","map00051","NA"
"R09030","5.3.1.6","D-Allose 6-phosphate <=> D-Allulose 6-phosphate","Bidirectional","K01808","rpiB","ribose 5-phosphate isomerase B [EC:5.3.1.6]","map00051","NA"
"R09031","","D-Allulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","K17195","alsE","D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]","map00051","NA"
"R09666","2.4.1.269","GDP-mannose + D-Glycerate <=> GDP + 2-O-(alpha-D-Mannosyl)-D-glycerate","Bidirectional","K18818","mgs","mannosylglycerate synthase [EC:2.4.1.269]","map00051","NA"
"R10689","3.1.1.120","L-Fucono-1,5-lactone + H2O <=> L-Fuconate","Bidirectional","K07046","E3.1.1.120","L-fucono-1,5-lactonase [EC:3.1.1.120]","map00051","NA"
