"rn","ec","eq","way","ko","symbol","name","map","md"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01624","FBA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","map00710","M00165"
"R01512","2.7.2.3","ATP + 3-Phospho-D-glycerate <=> ADP + 3-Phospho-D-glyceroyl phosphate","Bidirectional","K00927","PGK","phosphoglycerate kinase [EC:2.7.2.3]","map00710","M00165"
"R01523","2.7.1.19","ATP + D-Ribulose 5-phosphate <=> ADP + D-Ribulose 1,5-bisphosphate","Bidirectional","K00855","PRK","phosphoribulokinase [EC:2.7.1.19]","map00710","M00165"
"R01529","5.1.3.1","D-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate","Bidirectional","K01783","rpe","ribulose-phosphate 3-epimerase [EC:5.1.3.1]","map00710","M00165"
"R01641","2.2.1.1","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Ribose 5-phosphate + D-Xylulose 5-phosphate","Bidirectional","K00615","E2.2.1.1","transketolase [EC:2.2.1.1]","map00710","M00165"
"R01829","4.1.2.13","Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate","Bidirectional","K01623","ALDO","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00710","M00165"
"R01829","4.1.2.13","Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate","Bidirectional","K01624","FBA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","map00710","M00165"
"R01845","3.1.3.11, 3.1.3.37","Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate","Bidirectional","K01086","fbp-SEBP","fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","map00710","M00165"
"R01845","3.1.3.11, 3.1.3.37","Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate","Bidirectional","K01100","E3.1.3.37","sedoheptulose-bisphosphatase [EC:3.1.3.37]","map00710","M00165"
"R01845","3.1.3.11, 3.1.3.37","Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate","Bidirectional","K11532","glpX-SEBP","fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]","map00710","M00165"
"R00342","1.1.1.37, 1.1.1.299","(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+","Bidirectional","K00024","mdh","malate dehydrogenase [EC:1.1.1.37]","map00710","M00168"
"R00345","4.1.1.31","Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2","Bidirectional","K01595","ppc","phosphoenolpyruvate carboxylase [EC:4.1.1.31]","map00710","M00168, M00170, M00171, M00172"
"R00342","1.1.1.37, 1.1.1.299","(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+","Bidirectional","K00025","MDH1","malate dehydrogenase [EC:1.1.1.37]","map00710","M00168, M00171"
"R00342","1.1.1.37, 1.1.1.299","(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+","Bidirectional","K00026","MDH2","malate dehydrogenase [EC:1.1.1.37]","map00710","M00168, M00171"
"R00206","2.7.9.1","ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate","Bidirectional","K01006","ppdK","pyruvate, orthophosphate dikinase [EC:2.7.9.1]","map00710","M00169, M00171, M00172"
"R00216","1.1.1.40","(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+","Bidirectional","K00029","maeB","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]","map00710","M00169, M00172"
"R00341","4.1.1.49","ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2","Bidirectional","K01610","pckA","phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]","map00710","M00170"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K14454","GOT1","aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]","map00710","M00170, M00171"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K14455","GOT2","aspartate aminotransferase, mitochondrial [EC:2.6.1.1]","map00710","M00170, M00171"
"R00214","1.1.1.38, 1.1.1.39","(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+","Bidirectional","K00028","E1.1.1.39","malate dehydrogenase (decarboxylating) [EC:1.1.1.39]","map00710","M00171"
"R00258","2.6.1.2","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","Bidirectional","K00814","GPT","alanine transaminase [EC:2.6.1.2]","map00710","M00171"
"R00258","2.6.1.2","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","Bidirectional","K14272","GGAT","glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]","map00710","M00171"
"R00343","1.1.1.82, 1.1.1.299","(S)-Malate + NADP+ <=> Oxaloacetate + NADPH + H+","Bidirectional","K00051","E1.1.1.82","malate dehydrogenase (NADP+) [EC:1.1.1.82]","map00710","M00172"
"R00214","1.1.1.38, 1.1.1.39","(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+","Bidirectional","K00027","ME2","malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]","map00710","NA"
"R00258","2.6.1.2","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","Bidirectional","K14260","alaA","alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]","map00710","NA"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K00811","ASP5","aspartate aminotransferase, chloroplastic [EC:2.6.1.1]","map00710","NA"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K00812","aspB","aspartate aminotransferase [EC:2.6.1.1]","map00710","NA"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K00813","aspC","aspartate aminotransferase [EC:2.6.1.1]","map00710","NA"
"R00355","2.6.1.1","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","Bidirectional","K11358","yhdR","aspartate aminotransferase [EC:2.6.1.1]","map00710","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K01622","K01622","fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","map00710","NA"
"R00762","3.1.3.11","D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","K04041","fbp3","fructose-1,6-bisphosphatase III [EC:3.1.3.11]","map00710","NA"
"R01061","1.2.1.12, 1.2.1.59","D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+","Bidirectional","K10705","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase (phosphorylating), spermatogenic [EC:1.2.1.12]","map00710","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K01622","K01622","fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]","map00710","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K11645","fbaB","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00710","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16305","K16305","fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]","map00710","NA"
"R01068","4.1.2.13","D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate","Bidirectional","K16306","K16306","fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]","map00710","NA"
"R01829","4.1.2.13","Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate","Bidirectional","K11645","fbaB","fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","map00710","NA"
"R08575","2.2.1.2","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","K00616","TALDO1","transaldolase [EC:2.2.1.2]","map00710","NA"
"R08575","2.2.1.2","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=> D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Bidirectional","K13810","tal-pgi","transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]","map00710","NA"
