"rn","ec","eq","way","ko","symbol","name","map","md"
"R00236","6.2.1.1","Acetyl adenylate + CoA <=> AMP + Acetyl-CoA","Bidirectional","K01913","AAE7","acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]","map00620","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K00626","ACAT","acetyl-CoA C-acetyltransferase [EC:2.3.1.9]","map00620","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K00632","fadA","acetyl-CoA acyltransferase [EC:2.3.1.16]","map00620","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07508","ACAA2","acetyl-CoA acyltransferase 2 [EC:2.3.1.16]","map00620","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07509","HADHB","acetyl-CoA acyltransferase [EC:2.3.1.16]","map00620","NA"
"R00238","2.3.1.9, 2.3.1.16","2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA","Bidirectional","K07513","ACAA1","acetyl-CoA acyltransferase 1 [EC:2.3.1.16]","map00620","NA"
"R00271","2.3.3.14","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Bidirectional","K01655","LYS21","homocitrate synthase [EC:2.3.3.14]","map00620","NA"
"R00271","2.3.3.14","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Bidirectional","K02594","nifV","homocitrate synthase NifV [EC:2.3.3.14]","map00620","NA"
"R00271","2.3.3.14","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Bidirectional","K10977","aksA","methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]","map00620","NA"
"R00297","1.1.99.6","(R)-Lactate + Acceptor <=> Pyruvate + Reduced acceptor","Bidirectional","K18930","dld","D-lactate dehydrogenase","map00620","NA"
"R00297","1.1.99.6","(R)-Lactate + Acceptor <=> Pyruvate + Reduced acceptor","Bidirectional","K21836","dld","D-lactate dehydrogenase (acceptor) [EC:1.1.99.6]","map00620","NA"
"R00316","6.2.1.1","ATP + Acetate <=> Diphosphate + Acetyl adenylate","Bidirectional","K01895","ACSS1_2","acetyl-CoA synthetase [EC:6.2.1.1]","map00620","NA"
"R00316","6.2.1.1","ATP + Acetate <=> Diphosphate + Acetyl adenylate","Bidirectional","K01913","AAE7","acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]","map00620","NA"
"R00317","3.6.1.7","Acetyl phosphate + H2O <=> Acetate + Orthophosphate","Bidirectional","K01512","acyP","acylphosphatase [EC:3.6.1.7]","map00620","NA"
"R00319","1.13.12.4","(S)-Lactate + Oxygen <=> Acetate + CO2 + H2O","Bidirectional","K00467","E1.13.12.4","lactate 2-monooxygenase [EC:1.13.12.4]","map00620","NA"
"R00341","4.1.1.49","ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2","Bidirectional","K01610","pckA","phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]","map00620","NA"
"R00344","6.4.1.1","ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate","Bidirectional","K01958","PC","pyruvate carboxylase [EC:6.4.1.1]","map00620","NA"
"R00344","6.4.1.1","ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate","Bidirectional","K01959, K01960","pycA, pycB","pyruvate carboxylase subunit A [EC:6.4.1.1], pyruvate carboxylase subunit B [EC:6.4.1.1]","map00620","NA"
"R00346","4.1.1.38","Diphosphate + Oxaloacetate <=> Orthophosphate + Phosphoenolpyruvate + CO2","Bidirectional","K20370","PEPCK","phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]","map00620","NA"
"R00431","4.1.1.32","GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2","Bidirectional","K01596","E4.1.1.32","phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]","map00620","NA"
"R00472","2.3.3.9","(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate","Bidirectional","K01638","aceB","malate synthase [EC:2.3.3.9]","map00620","NA"
"R00703","1.1.1.27","(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Bidirectional","K00016","LDH","L-lactate dehydrogenase [EC:1.1.1.27]","map00620","NA"
"R00704","1.1.1.28","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Bidirectional","K03777","dld","D-lactate dehydrogenase (quinone) [EC:1.1.5.12]","map00620","NA"
"R00704","1.1.1.28","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Bidirectional","K03778","ldhA","D-lactate dehydrogenase [EC:1.1.1.28]","map00620","NA"
"R00710","1.2.1.3, 1.2.1.5","Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+","Bidirectional","K00128","ALDH","aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","map00620","NA"
"R00710","1.2.1.3, 1.2.1.5","Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+","Bidirectional","K00149","ALDH9A1","aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]","map00620","NA"
"R00710","1.2.1.3, 1.2.1.5","Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+","Bidirectional","K14085","ALDH7A1","aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","map00620","NA"
"R00711","1.2.1.4, 1.2.1.5","Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+","Bidirectional","K00129","ALDH3","aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]","map00620","NA"
"R00711","1.2.1.4, 1.2.1.5","Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+","Bidirectional","K00138","aldB","aldehyde dehydrogenase [EC:1.2.1.-]","map00620","NA"
"R00726","4.1.1.32","ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2","Bidirectional","K01596","E4.1.1.32","phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K01946","ACACB","acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K01961","accC","acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K01962, K01963","accA, accD","acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15], acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K01964","K01964","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K02160","accB","acetyl-CoA carboxylase biotin carboxyl carrier protein","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K11262","ACACA","acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K11263","bccA","acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K15036","K15036","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K15037","K15037","biotin carboxyl carrier protein","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K18472","accD6","acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K18603","K18603","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K18604","K18604","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K18605","K18605","biotin carboxyl carrier protein","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K19312","pccB","acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]","map00620","NA"
"R00742","6.4.1.2","ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA","Bidirectional","K22568","pccX","acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]","map00620","NA"
"R00746","1.1.1.2, 1.1.1.71","Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+","Bidirectional","K00002","AKR1A1","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","map00620","NA"
"R00746","1.1.1.2, 1.1.1.71","Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+","Bidirectional","K12957","ahr","alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]","map00620","NA"
"R00746","1.1.1.2, 1.1.1.71","Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+","Bidirectional","K13979","yahK","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K00001","E1.1.1.1","alcohol dehydrogenase [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K00121","frmA","S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K04022","eutG","alcohol dehydrogenase","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K04072","adhE","acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K13951","ADH1_7","alcohol dehydrogenase 1/7 [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K13952","ADH6","alcohol dehydrogenase 6 [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K13953","adhP","alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K13954","yiaY","alcohol dehydrogenase [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K13980","ADH4","alcohol dehydrogenase 4 [EC:1.1.1.1]","map00620","NA"
"R00754","1.1.1.1, 1.1.1.71","Ethanol + NAD+ <=> Acetaldehyde + NADH + H+","Bidirectional","K18857","ADH1","alcohol dehydrogenase class-P [EC:1.1.1.1]","map00620","NA"
"R00928","2.8.3.1","Acetyl-CoA + Propanoate <=> Acetate + Propanoyl-CoA","Bidirectional","K01026","pct","propionate CoA-transferase [EC:2.8.3.1]","map00620","NA"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01675","fumD","fumarate hydratase D [EC:4.2.1.2]","map00620","NA"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01676","E4.2.1.2A","fumarate hydratase, class I [EC:4.2.1.2]","map00620","NA"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01677, K01678","E4.2.1.2AA, E4.2.1.2AB","fumarate hydratase subunit alpha [EC:4.2.1.2], fumarate hydratase subunit beta [EC:4.2.1.2]","map00620","NA"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01679","E4.2.1.2B","fumarate hydratase, class II [EC:4.2.1.2]","map00620","NA"
"R01082","4.2.1.2","(S)-Malate <=> Fumarate + H2O","Bidirectional","K01774","fumE","fumarate hydratase E [EC:4.2.1.2]","map00620","NA"
"R01196","1.2.7.1, 1.2.7.11","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","K00174, K00175","korA, korB","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","map00620","NA"
"R01213","2.3.3.13","alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O","Bidirectional","K01649","leuA","2-isopropylmalate synthase [EC:2.3.3.13]","map00620","NA"
"R01257","1.1.5.4","(S)-Malate + FAD <=> Oxaloacetate + FADH2","Bidirectional","K00116","mqo","malate dehydrogenase (quinone) [EC:1.1.5.4]","map00620","NA"
"R01446","1.2.1.22","(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+","Bidirectional","K07248","aldA","lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]","map00620","NA"
"R01446","1.2.1.22","(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+","Bidirectional","K19266","E1.2.1.22","lactaldehyde dehydrogenase [EC:1.2.1.22]","map00620","NA"
"R01450","5.1.2.1","(S)-Lactate <=> (R)-Lactate","Bidirectional","K22373","larA","lactate racemase [EC:5.1.2.1]","map00620","NA"
"R01736","3.1.2.6","(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate","Bidirectional","K01069","gloB","hydroxyacylglutathione hydrolase [EC:3.1.2.6]","map00620","NA"
"R02164","1.3.5.1","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","K00233, K00245, K00246, K00247","frdA, frdB, frdC, frdD","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D","map00620","NA"
"R02164","1.3.5.1","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","K00233, K00245, K00247, K25996","frdA, frdB, frdD, frdC","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit D, succinate dehydrogenase subunit C","map00620","NA"
"R02164","1.3.5.1","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","K00233, K00246, K00247, K25995","frdA, frdC, frdD, frdB","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C, succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]","map00620","NA"
"R02164","1.3.5.1","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","K00233, K00247, K25995, K25996","frdA, frdD, frdB, frdC","succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit D, succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C","map00620","NA"
