"rn","ec","eq","way","ko","symbol","name","map","md"
"R00783","1.7.2.1","Nitric oxide + H2O + Ferricytochrome c <=> Nitrite + Ferrocytochrome c + H+","Bidirectional","K15864","nirS","nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]","map00910","M00529, M00973"
"R00785","1.7.2.1","Nitric oxide + H2O + Oxidized azurin <=> Nitrite + Reduced azurin + H+","Bidirectional","K00368","nirK","nitrite reductase (NO-forming) [EC:1.7.2.1]","map00910","M00529, M00973"
"R00785","1.7.2.1","Nitric oxide + H2O + Oxidized azurin <=> Nitrite + Reduced azurin + H+","Bidirectional","K15864","nirS","nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]","map00910","M00529, M00973"
"R00787","1.7.1.4, 1.7.1.15","Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+","Bidirectional","K00362, K00363","nirB, nirD","nitrite reductase (NADH) large subunit [EC:1.7.1.15], nitrite reductase (NADH) small subunit [EC:1.7.1.15]","map00910","M00530"
"R05712","1.7.2.2","Ammonia + 2 H2O + 6 Ferricytochrome c <=> Nitrite + 6 Ferrocytochrome c + 6 H+","Bidirectional","K03385, K15876","nrfA, nrfH","nitrite reductase (cytochrome c-552) [EC:1.7.2.2], cytochrome c nitrite reductase small subunit","map00910","M00530"
"R00787","1.7.1.4, 1.7.1.15","Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+","Bidirectional","K00361","nasB","nitrite reductase [NAD(P)H] [EC:1.7.1.4]","map00910","M00531"
"R00787","1.7.1.4, 1.7.1.15","Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+","Bidirectional","K17877","NIT-6","nitrite reductase (NAD(P)H) [EC:1.7.1.4]","map00910","M00531"
"R00787","1.7.1.4, 1.7.1.15","Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+","Bidirectional","K26139, K26138","nasD, nasE","nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4], nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]","map00910","M00531"
"R00789","1.7.1.4","Ammonia + 3 NADP+ + 2 H2O <=> Nitrite + 3 NADPH + 3 H+","Bidirectional","K00361","nasB","nitrite reductase [NAD(P)H] [EC:1.7.1.4]","map00910","M00531"
"R00789","1.7.1.4","Ammonia + 3 NADP+ + 2 H2O <=> Nitrite + 3 NADPH + 3 H+","Bidirectional","K17877","NIT-6","nitrite reductase (NAD(P)H) [EC:1.7.1.4]","map00910","M00531"
"R00789","1.7.1.4","Ammonia + 3 NADP+ + 2 H2O <=> Nitrite + 3 NADPH + 3 H+","Bidirectional","K26139, K26138","nasD, nasE","nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4], nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]","map00910","M00531"
"R00790","1.7.7.1","Ammonia + 2 H2O + 6 Oxidized ferredoxin <=> Nitrite + 6 Reduced ferredoxin + 6 H+","Bidirectional","K00366","nirA","ferredoxin-nitrite reductase [EC:1.7.7.1]","map00910","M00531"
"R00791","1.7.7.2","Nitrite + H2O + 2 Oxidized ferredoxin <=> Nitrate + 2 Reduced ferredoxin","Bidirectional","K00367","narB","ferredoxin-nitrate reductase [EC:1.7.7.2]","map00910","M00531"
"R00794","1.7.1.1, 1.7.1.2","Nitrite + NAD+ + H2O <=> Nitrate + NADH + H+","Bidirectional","K10534","NR","nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]","map00910","M00531"
"R00796","1.7.1.2, 1.7.1.3","Nitrite + NADP+ + H2O <=> Nitrate + NADPH + H+","Bidirectional","K10534","NR","nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]","map00910","M00531"
"R00798","","Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor","Bidirectional","K00372","nasC","assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]","map00910","M00531"
"R00798","","Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor","Bidirectional","K00370, K00371","narG, narH","nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","map00910","M00804"
"R09497","1.7.5.1","Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O","Bidirectional","K00370, K00371","narG, narH","nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-], nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","map00910","M00804"
"R07174","1.7.2.8","Hydrazine + 4 Ferricytochrome c <=> Nitrogen + 4 Ferrocytochrome c","Bidirectional","K20935","hdh","hydrazine dehydrogenase [EC:1.7.2.8]","map00910","M00973"
"R09799","1.7.2.7","Nitric oxide + Ammonia + 3 Ferrocytochrome c <=> Hydrazine + H2O + 3 Ferricytochrome c","Bidirectional","K20932, K20933, K20934","K20932, K20933, K20934","hydrazine synthase subunit [EC:1.7.2.7]","map00910","M00973"
"R00021","1.4.7.1","2 L-Glutamate + 2 Oxidized ferredoxin <=> L-Glutamine + 2-Oxoglutarate + 2 Reduced ferredoxin + 2 H+","Bidirectional","K00284","GLU","glutamate synthase (ferredoxin) [EC:1.4.7.1]","map00910","NA"
"R00025","1.13.12.16","Ethylnitronate + Oxygen + Reduced FMN <=> Acetaldehyde + Nitrite + FMN + H2O","Bidirectional","K00459","ncd2","nitronate monooxygenase [EC:1.13.12.16]","map00910","NA"
"R00093","1.4.1.14","2 L-Glutamate + NAD+ <=> L-Glutamine + 2-Oxoglutarate + NADH + H+","Bidirectional","K00264","GLT1","glutamate synthase (NADH) [EC:1.4.1.14]","map00910","NA"
"R00114","1.4.1.13","2 L-Glutamate + NADP+ <=> L-Glutamine + 2-Oxoglutarate + NADPH + H+","Bidirectional","K00265","gltB","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","map00910","NA"
"R00114","1.4.1.13","2 L-Glutamate + NADP+ <=> L-Glutamine + 2-Oxoglutarate + NADPH + H+","Bidirectional","K00266","gltD","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","map00910","NA"
"R00143","1.7.1.10, 1.7.99.1","Ammonia + NAD+ + H2O <=> Hydroxylamine + NADH + H+","Bidirectional","K05601","hcp","hydroxylamine reductase [EC:1.7.99.1]","map00910","NA"
"R00149","6.3.4.16","2 ATP + Ammonia + CO2 + H2O <=> 2 ADP + Orthophosphate + Carbamoyl phosphate","Bidirectional","K01948","CPS1","carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]","map00910","NA"
"R00243","1.4.1.2, 1.4.1.3, 1.4.1.14","L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+","Bidirectional","K00260","gudB","glutamate dehydrogenase [EC:1.4.1.2]","map00910","NA"
"R00243","1.4.1.2, 1.4.1.3, 1.4.1.14","L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+","Bidirectional","K00261","GLUD1_2","glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]","map00910","NA"
"R00243","1.4.1.2, 1.4.1.3, 1.4.1.14","L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+","Bidirectional","K15371","GDH2","glutamate dehydrogenase [EC:1.4.1.2]","map00910","NA"
"R00248","1.4.1.3, 1.4.1.4, 1.4.1.13","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","Bidirectional","K00261","GLUD1_2","glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]","map00910","NA"
"R00248","1.4.1.3, 1.4.1.4, 1.4.1.13","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","Bidirectional","K00262","E1.4.1.4","glutamate dehydrogenase (NADP+) [EC:1.4.1.4]","map00910","NA"
"R00248","1.4.1.3, 1.4.1.4, 1.4.1.13","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","Bidirectional","K00265","gltB","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","map00910","NA"
"R00248","1.4.1.3, 1.4.1.4, 1.4.1.13","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","Bidirectional","K00266","gltD","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","map00910","NA"
"R00253","6.3.1.2","ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine","Bidirectional","K01915","glnA","glutamine synthetase [EC:6.3.1.2]","map00910","NA"
"R00294","1.7.2.5","2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O","Bidirectional","K02164","norE","nitric oxide reductase NorE protein","map00910","NA"
"R00294","1.7.2.5","2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O","Bidirectional","K02448","norD","nitric oxide reductase NorD protein","map00910","NA"
"R00294","1.7.2.5","2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O","Bidirectional","K04747","norF","nitric oxide reductase NorF protein","map00910","NA"
"R00294","1.7.2.5","2 Nitric oxide + 2 Ferrocytochrome c + 2 H+ <=> Nitrous oxide + 2 Ferricytochrome c + H2O","Bidirectional","K04748","norQ","nitric oxide reductase NorQ protein","map00910","NA"
"R00524","3.5.1.49","Formamide + H2O <=> Formate + Ammonia","Bidirectional","K01455","E3.5.1.49","formamidase [EC:3.5.1.49]","map00910","NA"
"R00540","3.5.5.1, 3.5.5.2, 3.5.5.5, 3.5.5.7","Nitrile + 2 H2O <=> Carboxylate + Ammonia","Bidirectional","K01501","E3.5.5.1","nitrilase [EC:3.5.5.1]","map00910","NA"
"R01395","2.7.2.2, 6.3.5.5","ATP + Carbamate <=> ADP + Carbamoyl phosphate","Bidirectional","K00926","arcC","carbamate kinase [EC:2.7.2.2]","map00910","NA"
"R01395","2.7.2.2, 6.3.5.5","ATP + Carbamate <=> ADP + Carbamoyl phosphate","Bidirectional","K01954","K01954","carbamoyl-phosphate synthase [EC:6.3.5.5]","map00910","NA"
"R01395","2.7.2.2, 6.3.5.5","ATP + Carbamate <=> ADP + Carbamoyl phosphate","Bidirectional","K01955, K01956","carB, carA","carbamoyl-phosphate synthase large subunit [EC:6.3.5.5], carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]","map00910","NA"
"R01395","2.7.2.2, 6.3.5.5","ATP + Carbamate <=> ADP + Carbamoyl phosphate","Bidirectional","K11540","CAD","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","map00910","NA"
"R01395","2.7.2.2, 6.3.5.5","ATP + Carbamate <=> ADP + Carbamoyl phosphate","Bidirectional","K11541","URA2","carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]","map00910","NA"
"R02492","1.7.1.14","2 Nitric oxide + NADH + H+ <=> Nitrous oxide + NAD+ + H2O","Bidirectional","K15877","CYP55","fungal nitric oxide reductase [EC:1.7.1.14]","map00910","NA"
"R03546","4.2.1.104","Cyanate + H+ + HCO3- <=> CO2 + Carbamate","Bidirectional","K01725","cynS","cyanate lyase [EC:4.2.1.104]","map00910","NA"
"R05712","1.7.2.2","Ammonia + 2 H2O + 6 Ferricytochrome c <=> Nitrite + 6 Ferrocytochrome c + 6 H+","Bidirectional","K04016","nrfE","cytochrome c-type biogenesis protein NrfE","map00910","NA"
"R09446","1.7.1.14","2 Nitric oxide + NADPH + H+ <=> Nitrous oxide + NADP+ + H2O","Bidirectional","K15877","CYP55","fungal nitric oxide reductase [EC:1.7.1.14]","map00910","NA"
"R09808","1.7.1.14","Nitric oxide + Azide <=> Nitrous oxide + Nitrogen","Bidirectional","K15877","CYP55","fungal nitric oxide reductase [EC:1.7.1.14]","map00910","NA"
"R09809","1.7.1.14","Nitric oxide + Ammonia <=> Nitrous oxide + H2O","Bidirectional","K15877","CYP55","fungal nitric oxide reductase [EC:1.7.1.14]","map00910","NA"
"R09996","","2 Nitric oxide <=> Nitrogen + Oxygen","Bidirectional","K27148","nod","nitric oxide dismutase","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K01672","CA","carbonic anhydrase [EC:4.2.1.1]","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K01673","cynT","carbonic anhydrase [EC:4.2.1.1]","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K01674","cah","carbonic anhydrase [EC:4.2.1.1]","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K01743","E4.2.1.1","carbonic anhydrase [EC:4.2.1.1]","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K18245","CA2","carbonic anhydrase 2 [EC:4.2.1.1]","map00910","NA"
"R10092","4.2.1.1","HCO3- + H+ <=> CO2 + H2O","Bidirectional","K18246","CA4","carbonic anhydrase 4 [EC:4.2.1.1]","map00910","NA"
"R10388","1.7.3.1","Nitroalkane + H2O + Oxygen <=> Aldehyde + Nitrite + Hydrogen peroxide","Bidirectional","K19823","NAO","nitroalkane oxidase [EC:1.7.3.1]","map00910","NA"
"R10389","1.7.3.1","Nitroalkane + H2O + Oxygen <=> Ketone + Nitrite + Hydrogen peroxide","Bidirectional","K19823","NAO","nitroalkane oxidase [EC:1.7.3.1]","map00910","NA"
