"rn","ec","eq","way","ko","symbol","name","map","md"
"R02189","2.7.1.63","Polyphosphate + alpha-D-Glucose <=> Polyphosphate + alpha-D-Glucose 6-phosphate","Bidirectional","K00886","ppgK","polyphosphate glucokinase [EC:2.7.1.63]","other_reactions","NA"
"R02364","1.6.5.5","2 Quinone + NADPH + H+ <=> 2 Semiquinone + NADP+","Bidirectional","K00344","qor","NADPH:quinone reductase [EC:1.6.5.5]","other_reactions","NA"
"R02364","1.6.5.5","2 Quinone + NADPH + H+ <=> 2 Semiquinone + NADP+","Bidirectional","K00359","qorA","NADPH:quinone reductase [EC:1.6.5.5]","other_reactions","NA"
"R02628","2.7.3.9","Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine","Bidirectional","K08483","ptsI","phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]","other_reactions","NA"
"R02628","2.7.3.9","Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine","Bidirectional","K08484","ptsP","phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]","other_reactions","NA"
"R02628","2.7.3.9","Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine","Bidirectional","K23991","ptsA","multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.-]","other_reactions","NA"
"R02628","2.7.3.9","Phosphoenolpyruvate + Protein histidine <=> Pyruvate + Protein N(pi)-phospho-L-histidine","Bidirectional","K23993","fruB","multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.202]","other_reactions","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02793","manXa","mannose PTS system EIIA component [EC:2.7.1.191]","other_reactions","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02794","manX","mannose PTS system EIIAB component [EC:2.7.1.191]","other_reactions","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02795","manY","mannose PTS system EIIC component","other_reactions","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K02796","manZ","mannose PTS system EIID component","other_reactions","NA"
"R02630","2.7.1.191","Protein N(pi)-phospho-L-histidine + D-Mannose <=> Protein histidine + D-Mannose 6-phosphate","Bidirectional","K25814","manP","mannose PTS system EIIBCA component [EC:2.7.1.191]","other_reactions","NA"
"R02738","2.7.1.199","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","K02777","crr","sugar PTS system EIIA component [EC:2.7.1.-]","other_reactions","NA"
"R02738","2.7.1.199","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","K02778","ptsGb","glucose PTS system EIIB component [EC:2.7.1.199]","other_reactions","NA"
"R02738","2.7.1.199","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","K02779","ptsG","glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]","other_reactions","NA"
"R02738","2.7.1.199","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","K02791","malX","maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]","other_reactions","NA"
"R02738","2.7.1.199","Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate","Bidirectional","K20118","ptsG","glucose PTS system EIICBA or EIICB component [EC:2.7.1.199]","other_reactions","NA"
"R02964","1.6.5.2","Menaquinone + H+ + NADH <=> Menaquinol + NAD+","Bidirectional","K00355","NQO1","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R02964","1.6.5.2","Menaquinone + H+ + NADH <=> Menaquinol + NAD+","Bidirectional","K03809","wrbA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R02964","1.6.5.2","Menaquinone + H+ + NADH <=> Menaquinol + NAD+","Bidirectional","K19267","qorB","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R02964","1.6.5.2","Menaquinone + H+ + NADH <=> Menaquinol + NAD+","Bidirectional","K23842","lpdA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R02965","1.12.5.1","Menaquinone + Hydrogen <=> Menaquinol","Bidirectional","K05922, K05927","hydB, hydA","quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1], quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]","other_reactions","NA"
"R03575","1.97.1.1","Chloric acid + Reduced acceptor <=> Chlorous acid + Acceptor + H2O","Bidirectional","K17050, K17051, K17052","serA, serB, serC","selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1], selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1], selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]","other_reactions","NA"
"R03643","1.6.5.2","Vitamin K + NADH + H+ <=> Reduced Vitamin K + NAD+","Bidirectional","K00355","NQO1","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03643","1.6.5.2","Vitamin K + NADH + H+ <=> Reduced Vitamin K + NAD+","Bidirectional","K03809","wrbA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03643","1.6.5.2","Vitamin K + NADH + H+ <=> Reduced Vitamin K + NAD+","Bidirectional","K19267","qorB","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03643","1.6.5.2","Vitamin K + NADH + H+ <=> Reduced Vitamin K + NAD+","Bidirectional","K23842","lpdA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03816","1.6.5.2","Phylloquinone + NADH + H+ <=> Phylloquinol + NAD+","Bidirectional","K00355","NQO1","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03816","1.6.5.2","Phylloquinone + NADH + H+ <=> Phylloquinol + NAD+","Bidirectional","K03809","wrbA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03816","1.6.5.2","Phylloquinone + NADH + H+ <=> Phylloquinol + NAD+","Bidirectional","K19267","qorB","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R03816","1.6.5.2","Phylloquinone + NADH + H+ <=> Phylloquinol + NAD+","Bidirectional","K23842","lpdA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R04015","1.12.2.1","2 Ferricytochrome c3 + Hydrogen <=> 2 Ferrocytochrome c3 + 2 H+","Bidirectional","K00437, K18008","hydB, hydA","[NiFe] hydrogenase large subunit [EC:1.12.2.1], [NiFe] hydrogenase small subunit [EC:1.12.2.1]","other_reactions","NA"
"R04393","2.7.1.207","Protein N(pi)-phospho-L-histidine + Lactose <=> Protein histidine + Lactose 6'-phosphate","Bidirectional","K02786","lacF","lactose PTS system EIIA component [EC:2.7.1.207]","other_reactions","NA"
"R04393","2.7.1.207","Protein N(pi)-phospho-L-histidine + Lactose <=> Protein histidine + Lactose 6'-phosphate","Bidirectional","K02788","lacE","lactose PTS system EIICB component [EC:2.7.1.207]","other_reactions","NA"
"R05318","1.16.2.1","Ferrocytochrome c + Fe3+ <=> Ferricytochrome c + Fe2+","Bidirectional","K28379","omcA","iron---cytochrome-c reductase [EC:1.16.2.1]","other_reactions","NA"
"R05318","1.16.2.1","Ferrocytochrome c + Fe3+ <=> Ferricytochrome c + Fe2+","Bidirectional","K28382","mtrC","iron---cytochrome-c reductase [EC:1.16.2.1]","other_reactions","NA"
"R05499","1.21.99.5","Tetrachloroethene + 2 H+ <=> Trichloroethene + Hydrochloric acid","Bidirectional","K21647","pceA","tetrachloroethene reductive dehalogenase [EC:1.21.99.5]","other_reactions","NA"
"R05500","1.21.99.5","Trichloroethene + 2 H+ <=> trans-1,2-Dichloroethene + Hydrochloric acid","Bidirectional","K21647","pceA","tetrachloroethene reductive dehalogenase [EC:1.21.99.5]","other_reactions","NA"
"R05501","1.21.99.5","Trichloroethene + 2 H+ <=> cis-1,2-Dichloroethene + Hydrochloric acid","Bidirectional","K21647","pceA","tetrachloroethene reductive dehalogenase [EC:1.21.99.5]","other_reactions","NA"
"R05721","1.13.11.49","Cl- + Oxygen <=> Chlorous acid","Bidirectional","K09162","cld","chlorite dismutase [EC:1.13.11.49]","other_reactions","NA"
"R05746","1.20.1.1","Phosphonic acid + NAD+ + H2O <=> Orthophosphate + NADH + H+","Bidirectional","K18916","ptxD","phosphonate dehydrogenase [EC:1.20.1.1]","other_reactions","NA"
"R05753","1.21.99.5","Trichloroethene + Cl- + Acceptor <=> Tetrachloroethene + Reduced acceptor","Bidirectional","K21647","pceA","tetrachloroethene reductive dehalogenase [EC:1.21.99.5]","other_reactions","NA"
"R05804","2.7.1.147","ADP + D-Glucose <=> AMP + D-Glucose 6-phosphate","Bidirectional","K08074","ADPGK","ADP-dependent glucokinase [EC:2.7.1.147]","other_reactions","NA"
"R07159","1.2.7.6","D-Glyceraldehyde 3-phosphate + H2O + 2 Oxidized ferredoxin <=> 3-Phospho-D-glycerate + 2 H+ + 2 Reduced ferredoxin","Bidirectional","K11389","gapor","glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]","other_reactions","NA"
"R07181","1.12.1.3","Hydrogen + NADP+ <=> NADPH + H+","Bidirectional","K17992, K18330, K18331, K18332","hndB, hndA, hndC, hndD","NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3], NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]","other_reactions","NA"
"R07181","1.12.1.3","Hydrogen + NADP+ <=> NADPH + H+","Bidirectional","K17993, K17994","hydA, hydD","sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]","other_reactions","NA"
"R07182","1.12.99.6","Hydrogen + Acceptor <=> Reduced acceptor","Bidirectional","K06281, K06282","hyaB, hyaA","hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","other_reactions","NA"
"R07182","1.12.99.6","Hydrogen + Acceptor <=> Reduced acceptor","Bidirectional","K23548, K23549","hupU, hupV","uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]","other_reactions","NA"
"R07229","1.97.1.9","Selenite + H2O + Ferricytochrome c <=> Selenate + Ferrocytochrome c","Bidirectional","K07309, K07310","ynfE, ynfF","Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9], Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]","other_reactions","NA"
"R07229","1.97.1.9","Selenite + H2O + Ferricytochrome c <=> Selenate + Ferrocytochrome c","Bidirectional","K12527","ygfK","putative selenate reductase [EC:1.97.1.9]","other_reactions","NA"
"R07229","1.97.1.9","Selenite + H2O + Ferricytochrome c <=> Selenate + Ferrocytochrome c","Bidirectional","K12528","xdhD","putative selenate reductase molybdopterin-binding subunit","other_reactions","NA"
"R07229","1.97.1.9","Selenite + H2O + Ferricytochrome c <=> Selenate + Ferrocytochrome c","Bidirectional","K12529","ygfM","putative selenate reductase FAD-binding subunit","other_reactions","NA"
"R07229","1.97.1.9","Selenite + H2O + Ferricytochrome c <=> Selenate + Ferrocytochrome c","Bidirectional","K17050, K17051, K17052","serA, serB, serC","selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1], selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1], selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]","other_reactions","NA"
"R07358","1.6.5.2","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K00355","NQO1","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07358","1.6.5.2","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K03809","wrbA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07358","1.6.5.9","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K03885","ndh","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","other_reactions","NA"
"R07358","1.6.5.2","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K19267","qorB","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07358","1.6.5.2","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K23842","lpdA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07358","1.6.5.9","NADH + H+ + Quinone <=> NAD+ + Hydroquinone","Bidirectional","K23948","E1.6.5.9","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","other_reactions","NA"
"R07359","1.6.5.2","NADPH + H+ + Quinone <=> NADP+ + Hydroquinone","Bidirectional","K00355","NQO1","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07359","1.6.5.2","NADPH + H+ + Quinone <=> NADP+ + Hydroquinone","Bidirectional","K03809","wrbA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07359","1.6.5.10","NADPH + H+ + Quinone <=> NADP+ + Hydroquinone","Bidirectional","K03923","mdaB","NADPH dehydrogenase (quinone) [EC:1.6.5.10]","other_reactions","NA"
"R07359","1.6.5.2","NADPH + H+ + Quinone <=> NADP+ + Hydroquinone","Bidirectional","K19267","qorB","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R07359","1.6.5.2","NADPH + H+ + Quinone <=> NADP+ + Hydroquinone","Bidirectional","K23842","lpdA","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]","other_reactions","NA"
"R08034","1.12.99.6","2,4-Diamino-6-nitrotoluene <=> 2,4-Diamino-6-hydroxylaminotoluene","Bidirectional","K06281, K06282","hyaB, hyaA","hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]","other_reactions","NA"
"R08034","1.12.99.6","2,4-Diamino-6-nitrotoluene <=> 2,4-Diamino-6-hydroxylaminotoluene","Bidirectional","K23548, K23549","hupU, hupV","uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]","other_reactions","NA"
"R08433","2.3.1.169","Acetyl-CoA + Co(I) corrinoid protein + H+ <=> CO + Methyl-Co(III) corrinoid protein + CoA","Bidirectional","K14138","acsB","acetyl-CoA synthase [EC:2.3.1.169]","other_reactions","NA"
"R09095","1.12.98.3","Methanophenazine + Hydrogen <=> Dihydromethanophenazine","Bidirectional","K14068, K14069","vhoA, vhoC","methanophenazine hydrogenase, large subunit [EC:1.12.98.3], methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]","other_reactions","NA"
"R09095","1.12.98.3","Methanophenazine + Hydrogen <=> Dihydromethanophenazine","Bidirectional","K14070","vhoG","methanophenazine hydrogenase [EC:1.12.98.3]","other_reactions","NA"
"R09481","1.17.98.4","Formate + Oxidized hydrogenase <=> CO2 + Reduced hydrogenase","Bidirectional","K22015","fdhF","formate dehydrogenase (hydrogenase) / hydrogen-dependent carbon dioxide reductase [EC:1.17.98.4 1.17.98.5]","other_reactions","NA"
"R09494","1.17.5.3","Formate + Quinone <=> CO2 + Hydroquinone","Bidirectional","K08348","fdnG","formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]","other_reactions","NA"
"R09508","1.12.1.4","2 Hydrogen + NAD+ + 2 Oxidized ferredoxin <=> 5 H+ + NADH + 2 Reduced ferredoxin","Bidirectional","K17997, K17998, K17999","hydA, hydB, hydC","iron-hydrogenase subunit alpha [EC:1.12.1.4], iron-hydrogenase subunit beta [EC:1.12.1.4], iron-hydrogenase subunit gamma [EC:1.12.1.4]","other_reactions","NA"
"R09787","1.20.2.1","Arsenite + H2O + 2 Ferricytochrome c <=> Arsenate ion + 2 Ferrocytochrome c + 2 H+","Bidirectional","K08355, K08356","aoxA, aoxB","arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1], arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1]","other_reactions","NA"
"R10151","","Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+","Bidirectional","K17226","soxY","sulfur-oxidizing protein SoxY","other_reactions","NA"
"R10151","","Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+","Bidirectional","K17227","soxZ","sulfur-oxidizing protein SoxZ","other_reactions","NA"
"R10159","1.18.1.2","2 Reduced adrenal ferredoxin + NADP+ + H+ <=> 2 Oxidized adrenal ferredoxin + NADPH","Bidirectional","K00528","fpr","ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]","other_reactions","NA"
"R10159","1.18.1.2","2 Reduced adrenal ferredoxin + NADP+ + H+ <=> 2 Oxidized adrenal ferredoxin + NADPH","Bidirectional","K02641","petH","ferredoxin--NADP+ reductase [EC:1.18.1.2]","other_reactions","NA"
"R10159","1.18.1.2","2 Reduced adrenal ferredoxin + NADP+ + H+ <=> 2 Oxidized adrenal ferredoxin + NADPH","Bidirectional","K21567","fnr","ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]","other_reactions","NA"
"R10574","1.1.98.5","Secondary alcohol + Coenzyme F420 <=> Ketone + Reduced coenzyme F420","Bidirectional","K21835","adf","secondary-alcohol dehydrogenase (coenzyme-F420) [EC:1.1.98.5]","other_reactions","NA"
"R11168","1.2.5.3","CO + Quinone + H2O <=> CO2 + Hydroquinone","Bidirectional","K03518, K03519, K03520","coxS, coxM, coxL","aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3], aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3], aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]","other_reactions","NA"
"R11171","2.7.1.204","Protein N(pi)-phospho-L-histidine + D-Galactose <=> Protein histidine + D-Galactose 6-phosphate","Bidirectional","K20112","gatA","galactose PTS system EIIA component [EC:2.7.1.204]","other_reactions","NA"
"R11171","2.7.1.204","Protein N(pi)-phospho-L-histidine + D-Galactose <=> Protein histidine + D-Galactose 6-phosphate","Bidirectional","K20113","gatB","galactose PTS system EIIB component [EC:2.7.1.204]","other_reactions","NA"
"R11171","2.7.1.204","Protein N(pi)-phospho-L-histidine + D-Galactose <=> Protein histidine + D-Galactose 6-phosphate","Bidirectional","K20114","gatC","galactose PTS system EIIC component","other_reactions","NA"
"R11743","1.2.7.12","Formylmethanofuran + 2 Oxidized ferredoxin + H2O <=> Methanofuran + 2 Reduced ferredoxin + CO2 + 2 H+","Bidirectional","K00202, K00203, K11261","fwdC, fwdD, fwdE","formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12], formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12], formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]","other_reactions","NA"
"R11743","1.2.7.12","Formylmethanofuran + 2 Oxidized ferredoxin + H2O <=> Methanofuran + 2 Reduced ferredoxin + CO2 + 2 H+","Bidirectional","K00204","fwdH","4Fe-4S ferredoxin","other_reactions","NA"
"R11743","1.2.7.12","Formylmethanofuran + 2 Oxidized ferredoxin + H2O <=> Methanofuran + 2 Reduced ferredoxin + CO2 + 2 H+","Bidirectional","K00205","fwdF","4Fe-4S ferredoxin","other_reactions","NA"
"R11743","1.2.7.12","Formylmethanofuran + 2 Oxidized ferredoxin + H2O <=> Methanofuran + 2 Reduced ferredoxin + CO2 + 2 H+","Bidirectional","K11260","fwdG","4Fe-4S ferredoxin","other_reactions","NA"
