"rn","ec","eq","way","ko","symbol","name","map","md"
"R00081","7.1.1.9","Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+","Bidirectional","K02275, K02274, K02276","coxB, coxA, coxC","cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I [EC:7.1.1.9], cytochrome c oxidase subunit III [EC:7.1.1.9]","map00190","M00155"
"R00081","7.1.1.9","Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+","Bidirectional","K02275, K15408","coxB, coxAC","cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I+III [EC:7.1.1.9]","map00190","M00155"
"R00081","7.1.1.9","Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+","Bidirectional","K00404, K00405, K00407, K00406","ccoN, ccoO, ccoQ, ccoP","cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit II, cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III","map00190","M00156"
"R00081","7.1.1.9","Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O + 4 H+","Bidirectional","K15862, K00407, K00406","ccoNO, ccoQ, ccoP","cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9], cytochrome c oxidase cbb3-type subunit IV, cytochrome c oxidase cbb3-type subunit III","map00190","M00156"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02111, K02112, K02113, K02114, K02115, K02108, K02109, K02110","ATPF1A, ATPF1B, ATPF1D, ATPF1E, ATPF1G, ATPF0A, ATPF0B, ATPF0C","F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c","map00190","M00157"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02131, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02141, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02131, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02141, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02131, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02141, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeFH, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02131, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8","map00190","M00158"
"R00086","3.6.1.5, 3.6.1.8, 3.6.1.15","ATP + H2O <=> ADP + Orthophosphate","Bidirectional","K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02141, K02125","ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeFH, ATPeF08","F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8","map00190","M00158"
